Station,Lat,Lon,UTM_X,UTM_Y,Elev,File
588,-19.9776,140.7521361111111,474068.4134761307,7790978.309769321,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\588.edi
589,-19.977449444444442,140.76559444444445,475476.4108681697,7790996.994887542,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\589.edi
595,-19.958805555555553,140.4273611111111,440082.6413124356,7792975.051484009,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\595.edi
596,-19.957916666666666,140.4453611111111,441965.77007700474,7793079.743738092,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\596.edi
597,-19.95875,140.4661111111111,444137.27377374005,7792994.564467016,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\597.edi
598,-19.95883333333333,140.48391666666666,446000.4014126247,7792991.1698245555,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\598.edi
599,-19.95875,140.50308333333334,448005.8888516512,7793006.443558805,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\599.edi
600,-19.958805555555553,140.52200000000002,449985.2588450862,7793006.043955946,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\600.edi
601R,-19.959166666666665,140.54111111111112,451985.06137534755,7792971.66345791,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\601R.edi
602R,-19.958944444444445,140.5603888888889,454002.12066185503,7793001.653942277,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\602R.edi
603,-19.958694444444443,140.57688888888887,455728.5220059356,7793033.756319445,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\603.edi
604,-19.95911111111111,140.5986388888889,458004.43432280945,7792993.236605229,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\604.edi
605,-19.95808333333333,140.61791666666667,460021.2883492381,7793111.679439932,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\605.edi
606,-19.96022222222222,140.63658333333333,461974.9800018488,7792879.324710463,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\606.edi
607,-19.959083333333332,140.65583333333333,463988.9071928831,7793009.601076098,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\607.edi
608,-19.959055555555555,140.67433333333332,465924.6230144892,7793016.537420239,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\608.edi
609,-19.95808333333333,140.69591666666668,468182.76713263226,7793128.3607052835,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\609.edi
610R,-19.958916666666667,140.7133888888889,470011.1124359734,7793039.360289563,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\610R.edi
611,-19.95788333333333,140.73231666666666,471991.40564315935,7793156.979452669,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\611.edi
612,-19.959365833333333,140.7515563888889,474004.77448630554,7792996.020501113,0.0,G:\博士所有材料\电磁ai\第十六篇开创性工作天马行空\Geo-Buddy-Official\edis\Renamed impedance\612.edi
